Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1.2121501272264632,1.3920275370439,1.1089478044739023,0.18597854792396043,1.2027241051631297,3.2860484859479606,-0.9609352556316209,-0.12243477163617299,-1.121950364605475,-1.389608532791648,-0.3762910205844787,-0.3552303189745742,-0.5696842482592684,1.0632435817157169,1.1783876500857633,1.2565079365079366,1.3118589743589744,0.9033037872683319,1.0264650283553876,-0.29582838289544255,1.1769475818129163,3.481268921934828,1.898375021177045,1.3634224316749275,1.711900557066422,0.3648510771660694,-0.21095654848062514,2.8360429453730642,1.700121341349534,1.2506585948228734,1.8384649974989025,0.30478050795904976,-0.19553047717182864,0.8721380797082132,1.211038961038951,0.33959514904690835
1.2121501272264632,1.1632551095525672,1.1089478044739023,0.13407933881856574,1.2027241051631297,-0.3553926545487033,0.03146020924372374,-0.12243477163617299,-1.1862044683410324,-1.389608532791648,3.035556496385809,-0.39481219923183997,-0.4733229416496364,1.272399588053553,1.1783876500857633,0.5424164524421594,0.18138424821002386,0.9033037872683319,1.0264650283553876,2.334335282641479,1.1769475818129163,-0.3014178188472894,-0.5073360793047748,-0.7860785271568359,-1.5190823619555327,-2.181071439481498,1.2972762294444906,-0.2835455286246381,-0.5528290918999236,-0.7656642875087246,-1.4644070397357873,-1.9493357844193833,6.822546183184171,0.4210058023751022,1.1775147928994083,-0.756629143270217
1.2121501272264632,1.4492206439167332,1.1089478044739023,0.07304971329648123,1.2027241051631297,3.2860484859479606,0.5541723243307379,-0.12243477163617299,-1.1862044683410324,1.0252489338219788,-0.069608097710745,-0.1969027979455111,0.9032671527736724,1.0632435817157169,1.1783876500857633,1.2565079365079366,1.3118589743589744,0.9033037872683319,1.0264650283553876,-0.29582838289544255,1.1769475818129163,-0.3014178188472894,-0.1063842292244715,1.1245889918047316,-0.22668919434675078,0.23139546137405972,-0.21095654848062514,-0.2835455286246381,-0.10223900525003204,1.754739315405773,-0.14325822484191147,0.05644566218854429,-0.19553047717182864,1.473647782819027,1.1217948717948836,-1.7956208420125528
1.2121501272264632,-0.1521863485225969,1.1089478044739023,0.10524644487112424,1.2027241051631297,-0.3553926545487033,-0.5821583606410312,-0.12243477163617299,-1.1862044683410324,-1.389608532791648,-0.26128492450682855,-0.2760665584600427,-0.41825933787270425,1.272399588053553,1.1783876500857633,1.2565079365079366,1.3118589743589744,1.3263707571801566,1.0264650283553876,-0.6903529327259808,1.1769475818129163,-0.3014178188472894,-0.1063842292244715,-0.54724508728664,0.4195073894576402,0.7960153743402542,-0.21095654848062514,-0.2835455286246381,-0.10223900525003204,-0.5136239272172749,0.5173161826050264,0.5021748719091056,-0.19553047717182864,0.30822273304182496,1.3333333333333333,0.7798458688529828
1.2121501272264632,-0.0949932416497637,1.1089478044739023,0.3118821848277883,1.2027241051631297,-0.3553926545487033,0.7056830823269739,-0.12243477163617299,1.1269432661390377,0.9599825158053944,-0.22294955914761186,-0.23648467820277688,0.3044504616995338,1.272399588053553,1.1783876500857633,1.2565079365079366,1.3118589743589744,1.3263707571801566,1.0264650283553876,-0.5588447494491348,1.1769475818129163,-0.3014178188472894,0.6955194709361351,-0.06957820754624813,0.7426056813598356,0.8435314394498145,-0.21095654848062514,-0.2835455286246381,0.798941168049751,-0.009543206634375344,0.8476033863284954,0.8647619401268981,-0.19553047717182864,-0.293286970068989,1.1799163179916319,0.7578333328626791
1.2121501272264632,-0.0949932416497637,1.1089478044739023,0.18597854792396043,1.2027241051631297,-0.3553926545487033,-0.5064029816429132,-0.12243477163617299,1.1269432661390377,-0.2148130084931269,-0.069608097710745,-0.11773903743097956,-0.6866944062852489,1.272399588053553,1.1783876500857633,1.2565079365079366,1.3118589743589744,1.3263707571801566,1.0264650283553876,-0.29582838289544255,1.1769475818129163,-0.3014178188472894,-0.1063842292244715,0.6469221120643397,0.4195073894576402,-0.05091449510903748,-0.21095654848062514,-0.2835455286246381,-0.10223900525003204,0.9986182345314237,-0.47354542856538046,0.27931026800395886,-0.19553047717182864,0.4210058023751022,1.1775147928994083,-0.756629143270217
1.2121501272264632,-1.010082951615095,1.3306772908224782,0.3935753843455392,1.2027241051631297,-0.3553926545487033,0.09964005034203031,-0.12243477163617299,-0.35090111977878485,-0.736944352625803,-0.41462638594369544,-0.43439407948910574,0.10484489800815368,1.272399588053553,1.1783876500857633,1.2565079365079366,0.18138424821002386,0.9033037872683319,1.0264650283553876,-0.5588447494491348,1.1769475818129163,-0.3014178188472894,-0.5073360793047748,-0.7860785271568359,-1.5190823619555327,-2.181071439481498,-0.21095654848062514,-0.2835455286246381,-1.003419178549815,-1.0177046478001743,-1.4644070397357873,-1.9493357844193833,-0.19553047717182864,-1.4963063762906177,1.0696629213483146,0.1326773107380533
1.2121501272264632,-0.03780013477693048,1.4117647034960257,0.48151571088523576,1.2027241051631297,-0.3553926545487033,-1.1124460136278567,-0.12243477163617299,-0.02963060110099731,0.9599825158053944,-0.069608097710745,-0.1969027979455111,-1.065256682251659,1.272399588053553,1.1783876500857633,0.5424164524421594,0.18138424821002386,1.3263707571801566,1.0264650283553876,-0.42733656617228866,1.1769475818129163,-0.3014178188472894,0.2945676208558318,0.1692552323239478,-1.5190823619555327,-2.181071439481498,-0.21095654848062514,-0.2835455286246381,-0.10223900525003204,-0.5136239272172749,-1.4644070397357873,-1.9493357844193833,-0.19553047717182864,-0.18050390073571176,1.2545454545454522,0.8811035344083799
1.2121501272264632,-1.010082951615095,1.1089478044739023,0.18597854792396043,1.2027241051631297,-0.3553926545487033,0.03146020924372374,-0.12243477163617299,-0.02963060110099731,0.9599825158053944,-0.41462638594369544,-0.43439407948910574,0.6967786386101761,1.272399588053553,1.1783876500857633,1.2565079365079366,1.3118589743589744,1.3263707571801566,1.0264650283553876,-0.5588447494491348,1.1769475818129163,-0.3014178188472894,-0.1063842292244715,0.40808867219414374,-1.5190823619555327,-2.181071439481498,5.821974563219839,-0.2835455286246381,-0.10223900525003204,-2.0258660889659734,-1.4644070397357873,-1.9493357844193833,-0.19553047717182864,-1.4963063762906177,1.0696629213483146,0.1326773107380533
1.2121501272264632,-0.0949932416497637,1.2647058823529411,0.19366731964327816,1.2027241051631297,-0.3553926545487033,0.5541723243307379,-0.12243477163617299,-1.0576962608699174,-1.259075696758479,-0.337955655225262,-0.3552303189745742,-0.17735607134862522,1.0632435817157169,1.1783876500857633,1.2565079365079366,0.18138424821002386,0.9033037872683319,1.0264650283553876,-0.6903529327259808,1.1769475818129163,-0.3014178188472894,-0.1063842292244715,0.1692552323239478,0.09640909755544472,0.1184714787808207,-0.21095654848062514,-0.2835455286246381,-0.10223900525003204,1.5026989551143233,-0.8038326322888494,-0.03906774003088082,-0.19553047717182864,-0.8196079602909515,1.1560283687943262,-1.3817851653948428
